id;дата;час;заголовок;ссылка;показы;открытия;дочитывания;минуты;лайки;комментарии;подписки;CTR;дочитываемость;лайки_на_дочит;комм_на_дочит;подписки_на_дочит;сцена;функция;порог_входа;фокус;объект_осуждения;цифра_в_заголовке;негативная_рамка;вопрос;обращение_вы;конкретный_якорь;спорность;серийная_рубрика;уверенность_разметки
A478;2024-07-05;12;Лекция в Российском культурном центре в Пекине;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/66879698e419264ab4e4afb9;7758;71;33;33;20;1;0;0.0092;;;;;прочее;познавательное;узкая;нейтрально;нет;0;0;0;0;1;0;0;высокая
A477;2024-07-07;12;Ножницы для винограда на вашем столе;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/668909d9bf000b11236ef142;194649;9285;4703;5502;317;63;33;0.0477;0.5065;0.0674;0.0134;0.007;стол_еда;познавательное;узкая;читатель;нет;0;0;0;1;1;0;0;высокая
A476;2024-07-09;11;Самая главная ошибка после встречи: а вы отправляете фоллоу-ап?;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/668ce99f597abb295f4f6d9f;2117971;236790;42846;41286;730;741;359;0.1118;0.1809;0.017;0.0173;0.0084;работа;польза;узкая;читатель;нет;0;1;1;1;1;0;0;высокая
A475;2024-07-11;12;А вы леди?;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/668ee1ec768fc17b655637f2;394159;17300;11127;15408;404;255;57;0.0439;0.6432;0.0363;0.0229;0.0051;прочее;разъяснение_нормы;бытовая;читатель;нет;0;0;1;1;0;0;0;низкая
A474;2024-07-13;12;Столовый бутерброд и российское производство тканей;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/669249c26206d47d47005a8c;38779;576;313;323;45;3;4;0.0149;0.5434;0.1438;0.0096;0.0128;стол_еда;познавательное;узкая;нейтрально;нет;0;0;0;0;1;0;0;низкая
A473;2024-07-15;13;Почему вы носите часы не на той руке?;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/6694e720863a9877f3524224;4043613;277168;118620;109628;1721;830;287;0.0685;0.428;0.0145;0.007;0.0024;внешний_вид;разъяснение_нормы;бытовая;читатель;нет;0;1;1;1;1;1;0;высокая
A472;2024-07-17;12;Этикет в сказке «Золушка»;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/6696bb99e4a7f25f09dd5a71;196044;21862;7095;9189;225;138;20;0.1115;0.3245;0.0317;0.0195;0.0028;прочее;познавательное;узкая;третьи_лица;нет;0;0;0;0;1;0;0;высокая
A471;2024-07-19;12;Как имидж и этикет открывают двери к успеху: выступление на XII Всероссийском съезде советов молодых ученых и студенческих научных обществ;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/669a2ff15de5626eddfe6c5e;23247;2233;964;1148;71;7;11;0.0961;0.4317;0.0737;0.0073;0.0114;прочее;познавательное;узкая;нейтрально;нет;1;0;0;0;1;0;0;высокая
A470;2024-07-21;12;Не Диор!;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/669cd9bdf11d201c92353444;115315;8555;4613;3736;547;51;31;0.0742;0.5392;0.1186;0.0111;0.0067;внешний_вид;познавательное;бытовая;нейтрально;нет;0;0;0;0;1;0;0;низкая
A469;2024-07-23;12;Вы неправильно носите солнцезащитные очки;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/669ec604aa10c4738d611423;391489;48810;33376;27367;489;123;51;0.1247;0.6838;0.0147;0.0037;0.0015;внешний_вид;польза;бытовая;читатель;нет;0;1;0;1;1;1;0;высокая
A468;2024-07-25;12;Хлопайте в конце полета: этикет в самолете;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/66a13b741391a41155e1e000;7236400;370275;257001;365650;4273;2997;743;0.0512;0.6941;0.0166;0.0117;0.0029;публичные_места_транспорт;разъяснение_нормы;бытовая;читатель;нет;0;0;0;0;1;1;0;высокая
A467;2024-07-27;12;До сих пор носите наушники неправильно?;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/66a4b2cdba5e8b1a462bec91;474673;34369;11901;10023;369;179;35;0.0724;0.3463;0.031;0.015;0.0029;публичные_места_транспорт;польза;бытовая;читатель;нет;0;1;1;0;1;1;0;низкая
A466;2024-07-29;12;Этикет в сказке «Спящая красавица»;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/66a75f38d3a54523d5d0d382;586564;20083;10028;9415;283;56;42;0.0342;0.4993;0.0282;0.0056;0.0042;прочее;познавательное;узкая;нейтрально;нет;0;0;0;0;1;0;0;высокая
A465;2024-07-31;13;Овсянку нужно есть с салфеткой на голове;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/66aa0ae8b9a52a13c02599c1;241595;21859;12546;10160;878;184;29;0.0905;0.574;0.07;0.0147;0.0023;стол_еда;познавательное;узкая;нейтрально;нет;0;0;0;0;1;1;0;низкая
A464;2024-08-02;12;Топ 5 правил каршеринга;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/66aca43557e7bc5b7bed8851;155287;19505;8588;8499;67;143;16;0.1256;0.4403;0.0078;0.0167;0.0019;публичные_места_транспорт;польза;бытовая;читатель;нет;1;0;0;0;1;0;0;высокая
A463;2024-08-04;12;Как правильно носить «королеву в мире украшений»: этикет брошей;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/66af2a810542f0527ae85137;1017475;61374;41195;38078;1170;150;134;0.0603;0.6712;0.0284;0.0036;0.0033;внешний_вид;польза;узкая;читатель;нет;0;0;0;0;1;0;0;высокая
A462;2024-08-06;11;Фильм «Служебный роман» с точки зрения этикета;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/66b1d413839c8d7a5434e1df;1421403;75505;46757;52660;711;684;109;0.0531;0.6193;0.0152;0.0146;0.0023;работа;разбор_чужого_поведения;бытовая;третьи_лица;нет;0;0;0;0;1;0;0;высокая
A461;2024-08-08;11;Загадочный кодлер: элегантный способ приготовления яиц;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/66b487c90e91671e5a0190f1;254493;19871;11744;11134;694;87;44;0.0781;0.591;0.0591;0.0074;0.0037;стол_еда;познавательное;узкая;нейтрально;нет;0;0;0;0;1;0;0;высокая
A460;2024-08-10;13;Что мы не сможем найти в вашей дамской сумке?;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/66b73b102da20429e84894bf;102728;6733;3683;3117;277;94;11;0.0655;0.547;0.0752;0.0255;0.003;внешний_вид;польза;бытовая;читатель;нет;0;0;1;1;1;0;0;высокая
A459;2024-08-12;11;Этикет подарков в международной деловой среде;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/66b9cb1092b676336fba8519;166341;6109;3620;3718;133;23;15;0.0367;0.5926;0.0367;0.0064;0.0041;работа;польза;узкая;нейтрально;нет;0;0;0;0;1;0;0;высокая
A458;2024-08-14;11;Олимпиада и спортивный этикет;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/66bc6e5c8b92ab6fd38388be;36501;719;204;203;25;1;1;0.0197;0.2837;0.1225;0.0049;0.0049;прочее;познавательное;узкая;нейтрально;нет;0;0;0;0;1;0;0;высокая
A457;2024-08-17;14;Вилка для улиток: как изящный инструмент завоевал сердца гурманов;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/66c04b9d3c265b68b02313ad;43450;1032;553;423;39;10;1;0.0238;0.5359;0.0705;0.0181;0.0018;стол_еда;познавательное;узкая;нейтрально;нет;0;0;0;0;1;0;0;высокая
A456;2024-08-19;12;Маникюр по этикету;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/66c3108d61ad894a99f9fae6;760917;61066;40978;35653;505;135;83;0.0803;0.671;0.0123;0.0033;0.002;внешний_вид;польза;бытовая;читатель;нет;0;0;0;0;1;0;0;высокая
A455;2024-08-21;12;Мужской маникюр: что ваши руки говорят о вас;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/66c4cf86df2b810cc4ae01b1;34046;1218;725;481;75;30;4;0.0358;0.5952;0.1034;0.0414;0.0055;внешний_вид;разъяснение_нормы;бытовая;читатель;нет;0;0;0;1;1;1;0;высокая
A454;2024-08-23;10;Пресс-тур с Levrana: Как натуральная косметика вдохновляет на заботу о культуре и природе;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/66c72d1040e6066f40c600cd;11265;249;126;97;27;9;1;0.0221;0.506;0.2143;0.0714;0.0079;прочее;познавательное;узкая;нейтрально;нет;0;0;0;0;1;0;0;высокая
A453;2024-08-26;10;Вилка для лимона: этикет и традиции;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/66cb14d8ac4b7b1c4df04a9c;329014;14925;11738;11179;1003;108;106;0.0454;0.7865;0.0854;0.0092;0.009;стол_еда;познавательное;узкая;нейтрально;нет;0;0;0;0;1;0;0;высокая
A452;2024-08-28;10;Этикет 1 сентября: искусство достойного старта учебного года;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/66ce373233c5f32485cf227e;524892;11208;5448;4745;76;16;18;0.0214;0.4861;0.014;0.0029;0.0033;гости_праздники;польза;бытовая;читатель;нет;1;0;0;0;1;0;0;высокая
A451;2024-08-30;10;Как мир встречает 1 сентября: интересные традиции и этикет;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/66d0c8abcc3ba7690ea0683e;368501;3637;2462;2753;93;14;9;0.0099;0.6769;0.0378;0.0057;0.0037;гости_праздники;познавательное;бытовая;нейтрально;нет;1;0;0;0;1;0;0;высокая
A450;2024-09-02;9;Как носить шляпы: тонкости этикета ношения шляп;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/66d55c0ac146bc03f96f7c17;992217;36893;25071;20570;964;128;69;0.0372;0.6796;0.0385;0.0051;0.0028;внешний_вид;польза;узкая;читатель;нет;0;0;0;0;1;0;0;высокая
A449;2024-09-04;13;Иностранные языки в деловом этикете и протоколе;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/66d832331627741813ca0697;5428;258;114;104;26;3;0;0.0475;0.4419;0.2281;0.0263;0.0;работа;познавательное;узкая;нейтрально;нет;0;0;0;0;1;0;0;высокая
A448;2024-09-06;14;Осенние традиции: от капустников до «КРОШЕВО»;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/66dae1a782d936435a86732b;21017;547;236;89;29;9;3;0.026;0.4314;0.1229;0.0381;0.0127;гости_праздники;познавательное;узкая;нейтрально;нет;0;0;0;0;1;0;0;низкая
A447;2024-09-09;11;– Ешь быстрее!;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/66deb7f183f0604cbbda0e03;135010;16326;7937;6092;525;99;41;0.1209;0.4862;0.0661;0.0125;0.0052;стол_еда;разбор_чужого_поведения;бытовая;третьи_лица;нет;0;0;0;0;0;0;0;низкая
A446;2024-09-11;16;Фразы для провокации конфликта;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/66e1a05f1df72c7dd682ef4e;1105942;125957;59765;51579;1043;346;201;0.1139;0.4745;0.0175;0.0058;0.0034;отношения_общение;польза;бытовая;читатель;нет;0;1;0;0;1;0;0;высокая
A445;2024-09-13;15;Как вежливо отказать по телефону?;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/66e42e8f5a081f17d539d71c;646268;65171;37531;29568;1059;245;92;0.1008;0.5759;0.0282;0.0065;0.0025;цифровое_общение;польза;бытовая;читатель;нет;0;0;1;0;1;0;0;высокая
A444;2024-09-16;12;Косметику нельзя дарить по этикету: как выбрать уместный подарок для близких;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/66e7f6bf8181c103d654585c;105423;5777;2839;2054;117;47;8;0.0548;0.4914;0.0412;0.0166;0.0028;гости_праздники;польза;бытовая;читатель;нет;0;1;0;0;1;1;0;высокая
A443;2024-09-18;14;Оденусь как король;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/66ea90050e02a1063be572a3;379073;28751;7291;4471;314;28;21;0.0758;0.2536;0.0431;0.0038;0.0029;внешний_вид;познавательное;бытовая;нейтрально;нет;0;0;0;0;0;0;0;низкая
A442;2024-09-20;12;Как правильно пользоваться салфеткой в ресторане;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/66ed4453576d5e047ec0a942;1725918;92345;69845;87469;1356;267;296;0.0535;0.7563;0.0194;0.0038;0.0042;стол_еда;польза;бытовая;читатель;нет;0;0;0;0;1;0;0;высокая
A441;2024-09-23;11;Этикет на высшем уровне. Секреты протокола на высокой неделе ООН;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/66f1291aa1ad352bba78728c;15767;2294;994;1446;56;6;7;0.1455;0.4333;0.0563;0.006;0.007;история_высший_свет;познавательное;узкая;нейтрально;нет;0;0;0;0;1;0;0;высокая
A440;2024-09-25;13;Как реагировать на грубость;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/66f3e9967b36697872ea5804;3645582;154735;93801;103079;2241;434;458;0.0424;0.6062;0.0239;0.0046;0.0049;отношения_общение;польза;бытовая;читатель;нет;0;0;0;0;0;0;0;высокая
A439;2024-09-30;11;Фестиваль «Крошево»;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/66fa5ae206ec2b139ec84f67;66867;2162;842;550;65;8;8;0.0323;0.3895;0.0772;0.0095;0.0095;прочее;познавательное;узкая;нейтрально;нет;0;0;0;0;1;0;0;низкая
A438;2024-10-04;12;В кафе работают не только официанты;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/66ffa47d36ccdf3a4cdecf7b;105398;1871;622;556;65;16;6;0.0178;0.3324;0.1045;0.0257;0.0096;стол_еда;познавательное;бытовая;третьи_лица;нет;0;0;0;0;1;0;0;высокая
A437;2024-10-07;11;Лекция «Роль имиджа и этикета в международных отношениях» в РГГУ;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/67039d47396b9a10016af2fc;55431;392;158;169;27;4;1;0.0071;0.4031;0.1709;0.0253;0.0063;прочее;познавательное;узкая;нейтрально;нет;0;0;0;0;1;0;0;высокая
A436;2024-10-09;14;Как вести себя на встрече с незнакомыми людьми?;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/6706662814f6dd0d169edfb6;1159794;47875;30327;25041;1192;94;254;0.0413;0.6335;0.0393;0.0031;0.0084;отношения_общение;польза;бытовая;читатель;нет;0;0;1;0;1;0;0;высокая
A435;2024-10-11;12;Лекция «Роль имиджа и этикета в международных отношениях» в МГЛУ;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/6708e7b2551d0514021ebad8;18020;314;127;147;26;2;2;0.0174;0.4045;0.2047;0.0157;0.0157;прочее;познавательное;узкая;нейтрально;нет;0;0;0;0;1;0;0;высокая
A434;2024-10-14;15;Как правильно держать бокал;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/670d095f996627484ccff641;1377244;62523;38562;40820;745;148;100;0.0454;0.6168;0.0193;0.0038;0.0026;стол_еда;польза;бытовая;читатель;нет;0;0;0;0;1;1;0;высокая
A433;2024-10-16;11;Ярмарка «Светский винтаж»: лекция «Симбиоз делового и светского этикета»;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/670ec7a0551d0514028c554e;15237;271;121;147;26;3;1;0.0178;0.4465;0.2149;0.0248;0.0083;история_высший_свет;познавательное;узкая;нейтрально;нет;0;0;0;0;1;0;0;низкая
A432;2024-10-18;11;Как обратиться к человеку, чтобы начать его раздражать;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/67121a6f702a103585223e81;2405466;238337;111053;195829;2242;1829;505;0.0991;0.4659;0.0202;0.0165;0.0045;отношения_общение;польза;бытовая;читатель;нет;0;1;0;0;1;1;0;высокая
A431;2024-10-23;10;Оставить чаевые – ваша обязанность;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/6718972e6cd37d17113d6f53;538610;71159;42054;41847;439;987;84;0.1321;0.591;0.0104;0.0235;0.002;деньги;разъяснение_нормы;бытовая;читатель;нет;0;0;0;1;1;1;0;высокая
A430;2024-10-25;7;Ошибки, которые чуть не стоили мне карьеры;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/671a178300ff8577c75a986c;228414;14811;9104;9952;392;60;46;0.0648;0.6147;0.0431;0.0066;0.0051;работа;познавательное;бытовая;нейтрально;нет;0;1;0;0;0;0;0;высокая
A429;2024-10-28;9;Как правильно звонить в домофон?;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/671dba3a0135fe0674133d33;2015944;105679;55320;49653;956;334;154;0.0524;0.5235;0.0173;0.006;0.0028;публичные_места_транспорт;польза;бытовая;читатель;нет;0;0;1;0;1;0;0;высокая
A428;2024-10-30;17;Если вы отмечаете Хэллоуин, значит вы вор;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/6722491540e70a5ac4c6de9c;42866;4541;2283;1630;114;196;7;0.1059;0.5028;0.0499;0.0859;0.0031;гости_праздники;разбор_чужого_поведения;бытовая;читатель;другое;0;1;0;1;1;1;0;высокая
A427;2024-11-01;13;Качества, которые раздражают;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/6724ad91f3214d12a30f643e;363053;34328;19991;18939;777;137;88;0.0946;0.5824;0.0389;0.0069;0.0044;отношения_общение;разбор_чужого_поведения;бытовая;третьи_лица;другое;0;1;0;0;0;0;0;низкая
A426;2024-11-04;10;Тайный язык королевского этикета;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/67287d8cb08ab834ddc3bc10;1481385;112601;77097;63168;2242;142;170;0.076;0.6847;0.0291;0.0018;0.0022;история_высший_свет;познавательное;узкая;нейтрально;нет;0;0;0;0;1;0;0;высокая
A425;2024-11-06;12;Что делать, когда вас игнорируют по телефону;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/672a0fb5d1136548f135dceb;826102;47610;23035;27310;476;154;135;0.0576;0.4838;0.0207;0.0067;0.0059;цифровое_общение;польза;бытовая;читатель;нет;0;1;0;1;1;0;0;высокая
A424;2024-11-08;13;Вы неправильно пьете чай;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/672a16e353a093571fdede52;1338101;64394;37533;33107;1395;303;125;0.0481;0.5829;0.0372;0.0081;0.0033;стол_еда;польза;бытовая;читатель;нет;0;1;0;1;1;1;0;высокая
A423;2024-11-11;12;Шеф, этикет!;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/672fa8e75c020758f986bac5;415875;28702;20366;23617;665;358;49;0.069;0.7096;0.0327;0.0176;0.0024;работа;польза;бытовая;нейтрально;нет;0;0;0;0;0;0;0;низкая
A422;2024-11-13;10;Как реагировать на крики начальства;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/672faeb5195f1460501468f2;1089451;88252;45303;56934;888;864;173;0.081;0.5133;0.0196;0.0191;0.0038;работа;польза;бытовая;читатель;коллеги_начальство;0;1;0;0;1;0;0;высокая
A421;2024-11-15;13;Еще одна история Золушки. Королевский этикет;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/6735dda23d02300d4725492d;101076;18826;10147;9149;210;52;19;0.1863;0.539;0.0207;0.0051;0.0019;история_высший_свет;познавательное;узкая;третьи_лица;нет;0;0;0;0;1;0;0;высокая
A420;2024-11-18;13;Зачем нужен столовый этикет?;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/672facd0933ccf37f0f0741e;1171149;45696;31815;34113;1159;292;218;0.039;0.6962;0.0364;0.0092;0.0069;стол_еда;разъяснение_нормы;бытовая;нейтрально;нет;0;0;1;0;0;0;0;высокая
A419;2024-11-20;12;Как реагировать на оскорбления;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/672fad37728ad76ebc294d89;2485128;235073;146748;212098;3592;1148;888;0.0946;0.6243;0.0245;0.0078;0.0061;отношения_общение;польза;бытовая;читатель;нет;0;0;0;0;1;0;0;высокая
A418;2024-11-22;16;Я поняла в чем ваша проблема;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/673a5a7b7332de4747266c18;184626;18267;9830;10177;761;92;102;0.0989;0.5381;0.0774;0.0094;0.0104;прочее;польза;бытовая;читатель;нет;0;1;0;1;0;0;0;низкая
A417;2024-11-25;11;Пленница этикета: Королева Ирана, кинозвезда, селебрити;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/67418ae9bb9b34179b599d32;23865;1522;816;775;60;6;2;0.0638;0.5361;0.0735;0.0074;0.0025;история_высший_свет;познавательное;узкая;третьи_лица;нет;0;0;0;0;1;0;0;высокая
A416;2024-11-27;11;Гарри Поттер в Китае;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/6745f18d5630cc58dee5cda8;13669;403;169;129;19;0;1;0.0295;0.4194;0.1124;0.0;0.0059;прочее;познавательное;узкая;нейтрально;нет;0;0;0;0;1;0;0;низкая
A415;2024-11-29;12;Порт-куто – что это?;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/67489e22a34584092fcabea7;133008;13305;6233;6649;553;41;56;0.1;0.4685;0.0887;0.0066;0.009;стол_еда;познавательное;узкая;нейтрально;нет;0;0;1;0;1;0;0;высокая
A414;2024-12-02;13;Самая бедная королевская семья в мире;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/674cdea1e903fb6ed1306daf;401903;70399;44694;30041;1155;130;104;0.1752;0.6349;0.0258;0.0029;0.0023;история_высший_свет;познавательное;узкая;третьи_лица;нет;0;0;0;0;1;0;0;высокая
A413;2024-12-04;12;Хрустальный этикет;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/674cc8121260e648646b3c18;442985;28241;18504;14157;706;99;66;0.0638;0.6552;0.0382;0.0054;0.0036;стол_еда;польза;узкая;нейтрально;нет;0;0;0;0;1;0;0;низкая
A412;2024-12-06;11;Не все знают для чего нужна салфетка;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/674cdc8a99b3202c1f2ddf24;1212911;190333;143141;71301;4704;422;235;0.1569;0.7521;0.0329;0.0029;0.0016;стол_еда;разъяснение_нормы;бытовая;нейтрально;нет;0;0;0;0;1;0;0;высокая
A411;2024-12-09;11;Топ-10 подарков по этикету;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/6755c1b2a8a0414691b37e0c;1000723;44342;29434;19846;965;163;45;0.0443;0.6638;0.0328;0.0055;0.0015;гости_праздники;польза;бытовая;читатель;нет;1;0;0;0;0;0;0;высокая
A410;2024-12-11;12;Елочная игрушка: подарок или конфликт?;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/67586a8a9eb6062c05da61c6;455103;21552;12533;15532;337;146;33;0.0474;0.5815;0.0269;0.0116;0.0026;гости_праздники;разъяснение_нормы;бытовая;нейтрально;нет;0;0;1;0;1;1;0;высокая
A409;2024-12-13;13;Как обидеть подарком;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/675b503ed8fb625d81d3911c;419355;59304;38784;29774;762;635;63;0.1414;0.654;0.0196;0.0164;0.0016;гости_праздники;польза;бытовая;читатель;нет;0;1;0;0;1;0;0;высокая
A408;2024-12-16;11;Вы неправильно едите оливье;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/675d6e776a55196abda94c2c;388711;43437;23162;19597;454;621;53;0.1117;0.5332;0.0196;0.0268;0.0023;стол_еда;польза;бытовая;читатель;нет;0;1;0;1;1;1;0;высокая
A407;2024-12-18;11;Как не опозориться на корпоративе;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/675b5096e49bcd65d7de5f0b;295305;31615;16300;16806;535;163;38;0.1071;0.5156;0.0328;0.01;0.0023;работа;польза;бытовая;читатель;нет;0;1;0;0;1;0;0;высокая
A406;2024-12-20;9;Как королевская семья придумывает традиции;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/675d66e7d3a60a56ca40c5df;1007971;41203;27346;25258;624;119;67;0.0409;0.6637;0.0228;0.0044;0.0025;история_высший_свет;познавательное;узкая;третьи_лица;нет;0;0;0;0;1;0;0;высокая
A405;2024-12-23;12;Новогодний стол как в ресторане;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/6755cf8807f8224d4183c0bc;448478;19795;11090;9553;254;104;63;0.0441;0.5602;0.0229;0.0094;0.0057;стол_еда;польза;бытовая;читатель;нет;0;0;0;0;1;0;0;высокая
A404;2024-12-25;11;В чем разница: шампанское и игристое?;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/6755ce500769fc26ca301148;947989;61552;40225;51235;715;289;111;0.0649;0.6535;0.0178;0.0072;0.0028;стол_еда;познавательное;бытовая;нейтрально;нет;0;0;1;0;1;0;0;высокая
A403;2024-12-27;10;Как реагировать на токсичные комментарии;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/6755c354107ef73196433bb8;1497192;85170;51748;57716;1465;872;165;0.0569;0.6076;0.0283;0.0169;0.0032;цифровое_общение;польза;бытовая;читатель;нет;0;1;0;0;1;0;0;высокая
A402;2024-12-30;9;Как реагировать, если подарок не понравился;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/676d778d078b4a47b438c49c;1083257;86117;45574;47551;1055;1107;116;0.0795;0.5292;0.0231;0.0243;0.0025;гости_праздники;польза;бытовая;читатель;нет;0;0;0;0;1;0;0;высокая
A401;2025-01-01;12;Не ешьте прошлогодние салаты;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/67687341ff19cc1d3d38c948;34811;2728;1579;1047;179;68;1;0.0784;0.5788;0.1134;0.0431;0.0006;стол_еда;польза;бытовая;читатель;нет;0;1;0;0;1;0;0;высокая
A400;2025-01-03;8;Как не опозориться с новогодним тостом;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/67765decb857da78466007bd;106616;15855;10394;5334;415;45;15;0.1487;0.6556;0.0399;0.0043;0.0014;гости_праздники;польза;бытовая;читатель;нет;0;1;0;0;1;0;0;высокая
A399;2025-01-05;7;Этикет на каникулах;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/67769ae74c82065a67c613a8;66181;1383;612;541;72;27;8;0.0209;0.4425;0.1176;0.0441;0.0131;прочее;польза;бытовая;читатель;нет;0;0;0;0;1;0;0;низкая
A398;2025-01-07;8;Как есть бутерброд с икрой;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/677bdb0f74c6ec2e8a2cc822;1168501;93215;57965;55733;1085;1007;162;0.0798;0.6218;0.0187;0.0174;0.0028;стол_еда;польза;бытовая;читатель;нет;0;0;0;0;1;0;0;высокая
A397;2025-01-09;7;Как попросить вернуть обратно контейнер от салата;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/677bff95b96b121a4ab0c7bd;1631037;239992;129842;116331;2131;1693;296;0.1471;0.541;0.0164;0.013;0.0023;отношения_общение;польза;бытовая;читатель;нет;0;0;0;0;1;0;0;высокая
A396;2025-01-13;9;Как целоваться в публичном месте;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/67823344ca505531c15f2865;1015221;32475;15264;16157;512;321;77;0.032;0.47;0.0335;0.021;0.005;публичные_места_транспорт;польза;бытовая;читатель;нет;0;0;0;0;1;0;0;высокая
A395;2025-01-15;8;Как есть суп;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/676af877f405b90b52ecfbce;2205470;116503;75231;92514;2085;1381;399;0.0528;0.6457;0.0277;0.0184;0.0053;стол_еда;польза;бытовая;читатель;нет;0;0;0;0;1;0;0;высокая
A394;2025-01-17;9;Как не испортить воздух;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/6776a0e7b89fd1434de33980;1000268;115732;53421;73179;1284;725;178;0.1157;0.4616;0.024;0.0136;0.0033;публичные_места_транспорт;польза;бытовая;читатель;нет;0;1;0;0;0;0;0;низкая
A393;2025-01-20;9;Я никогда не извиняюсь;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/678d2ae58e33370bace1c9a4;511351;104826;41999;20274;1662;392;169;0.205;0.4007;0.0396;0.0093;0.004;отношения_общение;разбор_чужого_поведения;бытовая;третьи_лица;другое;0;1;0;0;0;0;0;низкая
